Victim : *B151876AB1F58C2FFE355E296324D3403C6E10F5
Attacker : 068.067.153 || TS Score : 0.9
Attacker : 114.078.046 || TS Score : 0.0009
Attacker : 101.186.024 || TS Score : 0.0009
Attacker : 139.216.038 || TS Score : 0.0009
Attacker : 094.159.206 || TS Score : 0.0009
Attacker : 108.233.072 || TS Score : 0.0009
Attacker : 123.002.160 || TS Score : 0.0009
Attacker : 190.023.095 || TS Score : 0.0009
Attacker : 024.050.122 || TS Score : 0.0009
Attacker : 187.059.203 || TS Score : 0.0009
Attacker : 177.134.013 || TS Score : 0.0009
Attacker : 184.065.145 || TS Score : 0.0009
Attacker : 066.069.081 || TS Score : 0.0009
Attacker : 031.179.246 || TS Score : 0.0009
Attacker : 076.220.006 || TS Score : 0.0009
Attacker : 103.021.040 || TS Score : 0.0009
Attacker : 173.251.103 || TS Score : 0.0009
Attacker : 085.228.213 || TS Score : 0.0009
Attacker : 067.177.030 || TS Score : 0.0009
Attacker : 067.183.148 || TS Score : 0.0009
Attacker : 186.244.101 || TS Score : 0.0009
Attacker : 083.097.084 || TS Score : 0.0009
Victim : *C06D8871D91D811E5403E5355780078268EBB15E
Attacker : 069.025.027 || TS Score : 0.09
Attacker : 071.240.127 || TS Score : 0.9999
Attacker : 222.186.021 || TS Score : 0.09
Victim : *059DD7DCDFFBAF17A1A3FE458E54F61EB55EA995
Attacker : 023.003.171 || TS Score : 9e-05
Attacker : 147.069.130 || TS Score : 0.009
Attacker : 008.254.208 || TS Score : 0.9
Attacker : 099.100.064 || TS Score : 0.9
Attacker : 041.133.082 || TS Score : 0.9
Attacker : 054.065.058 || TS Score : 0.009
Attacker : 008.254.207 || TS Score : 0.9
Attacker : 190.127.234 || TS Score : 9e-05
Attacker : 064.231.252 || TS Score : 0.0009
Attacker : 023.062.006 || TS Score : 9e-05
Attacker : 108.168.212 || TS Score : 0.90909
Attacker : 094.121.171 || TS Score : 9e-05
Attacker : 104.138.201 || TS Score : 0.009
Attacker : 177.229.210 || TS Score : 0.9
Attacker : 017.172.239 || TS Score : 9e-05
Attacker : 023.015.022 || TS Score : 0.9
Attacker : 172.224.217 || TS Score : 0.009
Attacker : 201.046.194 || TS Score : 0.9
Attacker : 070.135.041 || TS Score : 9e-05
Attacker : 023.015.025 || TS Score : 0.99009
Attacker : 191.222.005 || TS Score : 0.9
Attacker : 041.069.178 || TS Score : 0.009
Attacker : 186.022.124 || TS Score : 0.9
Attacker : 023.199.011 || TS Score : 9e-05
Attacker : 207.108.220 || TS Score : 0.009
Attacker : 027.096.054 || TS Score : 0.9
Attacker : 184.163.199 || TS Score : 0.009
Attacker : 220.158.108 || TS Score : 0.0009
Attacker : 184.027.177 || TS Score : 0.9
Attacker : 002.081.029 || TS Score : 9e-05
Attacker : 069.025.027 || TS Score : 0.009
Attacker : 084.122.205 || TS Score : 0.9
Attacker : 037.142.145 || TS Score : 0.0009
Attacker : 066.008.200 || TS Score : 0.0009
Attacker : 118.026.231 || TS Score : 9e-05
Attacker : 054.225.139 || TS Score : 9e-05
Attacker : 186.022.037 || TS Score : 0.9
Attacker : 064.053.001 || TS Score : 0.09009
Attacker : 141.135.062 || TS Score : 0.0009
Attacker : 067.135.105 || TS Score : 0.0009
Attacker : 181.130.202 || TS Score : 0.09
Attacker : 173.000.138 || TS Score : 0.9
Attacker : 067.195.236 || TS Score : 0.009
Attacker : 220.181.011 || TS Score : 0.0009
Attacker : 122.216.058 || TS Score : 0.9
Attacker : 068.231.137 || TS Score : 0.9
Attacker : 168.235.196 || TS Score : 0.9
Attacker : 031.013.065 || TS Score : 0.09009
Attacker : 083.085.181 || TS Score : 0.9
Attacker : 186.222.244 || TS Score : 0.9
Attacker : 096.246.052 || TS Score : 9e-05
Attacker : 082.221.103 || TS Score : 9e-05
Attacker : 173.252.120 || TS Score : 0.00909
Attacker : 054.192.204 || TS Score : 0.09
Attacker : 059.092.035 || TS Score : 9e-05
Attacker : 054.192.161 || TS Score : 0.009
Attacker : 017.110.240 || TS Score : 0.09
Attacker : 024.017.166 || TS Score : 0.9
Attacker : 099.249.075 || TS Score : 0.9
Attacker : 074.125.006 || TS Score : 9e-05
Attacker : 074.125.007 || TS Score : 0.00099
Attacker : 074.079.077 || TS Score : 0.009
Attacker : 111.206.037 || TS Score : 0.909
Attacker : 179.234.187 || TS Score : 0.09
Attacker : 066.151.055 || TS Score : 9e-05
Attacker : 207.109.111 || TS Score : 0.9
Attacker : 119.084.042 || TS Score : 0.009
Attacker : 023.002.076 || TS Score : 0.0099
Attacker : 023.023.113 || TS Score : 0.9
Attacker : 184.172.046 || TS Score : 0.0009
Attacker : 098.139.183 || TS Score : 9e-05
Attacker : 206.045.156 || TS Score : 0.09
Attacker : 023.195.085 || TS Score : 0.9
Attacker : 140.205.136 || TS Score : 0.009
Attacker : 101.166.055 || TS Score : 0.009
Attacker : 064.180.115 || TS Score : 0.9
Attacker : 078.155.034 || TS Score : 0.09
Attacker : 072.008.188 || TS Score : 9e-05
Attacker : 190.138.194 || TS Score : 0.0009
Attacker : 041.188.097 || TS Score : 9e-05
Attacker : 172.233.161 || TS Score : 0.9
Attacker : 218.089.043 || TS Score : 0.0009
Attacker : 023.013.201 || TS Score : 9e-05
Attacker : 188.043.084 || TS Score : 0.09
Attacker : 065.103.149 || TS Score : 0.09
Attacker : 064.233.176 || TS Score : 9e-05
Attacker : 071.194.131 || TS Score : 0.09
Attacker : 203.117.121 || TS Score : 0.009
Attacker : 138.036.230 || TS Score : 0.9
Attacker : 054.235.145 || TS Score : 0.0009
Attacker : 143.215.193 || TS Score : 0.90999
Attacker : 023.218.121 || TS Score : 9e-05
Attacker : 122.148.218 || TS Score : 0.009
Attacker : 074.125.021 || TS Score : 9e-05
Attacker : 024.132.007 || TS Score : 0.09
Attacker : 117.204.027 || TS Score : 0.0009
Attacker : 064.053.032 || TS Score : 0.00909
Attacker : 179.217.002 || TS Score : 0.09
Attacker : 099.231.191 || TS Score : 0.09
Attacker : 202.093.068 || TS Score : 9e-05
Attacker : 070.197.070 || TS Score : 0.0009
Attacker : 054.246.170 || TS Score : 0.0009
Attacker : 184.029.177 || TS Score : 9e-05
Attacker : 049.145.052 || TS Score : 9e-05
Attacker : 031.013.073 || TS Score : 0.99999
Attacker : 061.135.186 || TS Score : 9e-05
Attacker : 054.241.032 || TS Score : 0.9
Attacker : 008.012.203 || TS Score : 0.009
Attacker : 198.041.209 || TS Score : 9e-05
Attacker : 173.199.065 || TS Score : 0.0009
Attacker : 093.126.166 || TS Score : 0.9
Attacker : 074.125.196 || TS Score : 9e-05
Attacker : 052.010.199 || TS Score : 9e-05
Attacker : 023.003.013 || TS Score : 0.90009
Attacker : 108.161.189 || TS Score : 0.09
Attacker : 103.007.029 || TS Score : 0.09
Attacker : 110.076.020 || TS Score : 9e-05
Attacker : 093.108.161 || TS Score : 0.0009
Attacker : 031.168.172 || TS Score : 0.0009
Attacker : 023.006.092 || TS Score : 9e-05
Attacker : 184.029.104 || TS Score : 9e-05
Attacker : 088.007.213 || TS Score : 0.09
Attacker : 124.158.052 || TS Score : 0.9
Attacker : 023.002.083 || TS Score : 0.09
Attacker : 059.011.133 || TS Score : 0.09
Attacker : 110.159.164 || TS Score : 0.0009
Attacker : 116.010.187 || TS Score : 0.0009
Attacker : 067.233.050 || TS Score : 0.09
Attacker : 054.235.103 || TS Score : 0.9
Attacker : 132.245.041 || TS Score : 9e-05
Attacker : 173.194.147 || TS Score : 0.0009
Attacker : 173.194.029 || TS Score : 9e-05
Attacker : 054.225.172 || TS Score : 0.009
Attacker : 024.021.165 || TS Score : 0.09
Attacker : 074.125.209 || TS Score : 0.90009
Attacker : 069.025.007 || TS Score : 0.09
Victim : *4FBCD5A28B0F891F0A032996BAF838AD4807D72C
Attacker : 031.013.065 || TS Score : 0.00999
Victim : *FDC229991E0D702BC42FF2FD7EF429259B15538A
Attacker : 074.125.187 || TS Score : 0.009
Attacker : 201.069.228 || TS Score : 0.09
Attacker : 194.063.142 || TS Score : 9e-05
Attacker : 045.079.086 || TS Score : 0.009
Attacker : 095.154.222 || TS Score : 9e-05
Attacker : 179.138.183 || TS Score : 0.09
Attacker : 186.195.243 || TS Score : 9e-05
Attacker : 005.189.140 || TS Score : 0.09
Attacker : 036.037.224 || TS Score : 0.09
Attacker : 187.103.110 || TS Score : 0.009
Attacker : 203.223.036 || TS Score : 0.009
Victim : *D2C820FDF51B6B244B79ECC39681EC7356BBEE71
Attacker : 207.006.023 || TS Score : 0.99999
Attacker : 119.112.142 || TS Score : 0.9
Attacker : 052.000.200 || TS Score : 0.9
Attacker : 104.210.000 || TS Score : 0.009
Attacker : 109.098.012 || TS Score : 0.9
Attacker : 210.186.234 || TS Score : 0.9
Attacker : 188.119.060 || TS Score : 9e-05
Attacker : 213.153.154 || TS Score : 0.09
Attacker : 222.186.021 || TS Score : 0.009
Attacker : 117.248.208 || TS Score : 0.009
Attacker : 096.049.178 || TS Score : 9e-05
Victim : *5C4D3B42D5EC1F54915645AF81FDE9A4184FD255
Attacker : 023.003.171 || TS Score : 0.90009
Attacker : 054.072.024 || TS Score : 9e-05
Attacker : 023.002.076 || TS Score : 0.9
Attacker : 042.120.169 || TS Score : 0.0009
Attacker : 184.029.253 || TS Score : 9e-05
Attacker : 042.120.219 || TS Score : 9e-05
Attacker : 211.218.148 || TS Score : 9e-05
Attacker : 064.053.001 || TS Score : 0.99909
Attacker : 023.195.088 || TS Score : 9e-05
Attacker : 072.241.232 || TS Score : 0.009
Attacker : 173.222.214 || TS Score : 0.0009
Attacker : 066.235.139 || TS Score : 9e-05
Attacker : 091.213.077 || TS Score : 0.0009
Attacker : 199.116.177 || TS Score : 0.009
Attacker : 017.167.140 || TS Score : 9e-05
Attacker : 184.027.025 || TS Score : 0.009
Attacker : 121.156.109 || TS Score : 0.9
Attacker : 050.069.074 || TS Score : 0.009
Attacker : 174.035.027 || TS Score : 0.9
Attacker : 023.007.057 || TS Score : 0.009
Attacker : 023.074.004 || TS Score : 0.09
Attacker : 064.074.133 || TS Score : 0.9
Attacker : 017.249.105 || TS Score : 9e-05
Attacker : 061.043.033 || TS Score : 0.0009
Attacker : 083.227.022 || TS Score : 9e-05
Attacker : 074.117.177 || TS Score : 9e-05
Attacker : 031.013.065 || TS Score : 0.009
Attacker : 216.058.219 || TS Score : 0.9
Attacker : 109.105.080 || TS Score : 0.9
Attacker : 204.155.145 || TS Score : 0.009
Attacker : 023.015.022 || TS Score : 0.90099
Attacker : 121.254.150 || TS Score : 9e-05
Attacker : 143.215.193 || TS Score : 0.00099
Attacker : 023.015.025 || TS Score : 0.9009
Attacker : 017.110.242 || TS Score : 0.0009
Attacker : 074.125.021 || TS Score : 0.9
Attacker : 222.073.028 || TS Score : 9e-05
Attacker : 023.199.243 || TS Score : 0.009
Attacker : 104.130.157 || TS Score : 0.9
Attacker : 023.195.106 || TS Score : 0.009
Attacker : 064.053.032 || TS Score : 0.099
Attacker : 023.013.195 || TS Score : 0.0009
Attacker : 017.151.227 || TS Score : 0.09
Attacker : 031.013.073 || TS Score : 0.909
Attacker : 206.054.174 || TS Score : 0.0009
Attacker : 192.033.031 || TS Score : 9e-05
Attacker : 201.083.149 || TS Score : 0.009
Attacker : 098.136.164 || TS Score : 0.9
Attacker : 157.055.130 || TS Score : 0.0009
Attacker : 193.235.203 || TS Score : 0.09
Attacker : 081.202.255 || TS Score : 0.9
Attacker : 173.252.120 || TS Score : 9e-05
Attacker : 023.007.060 || TS Score : 0.9
Victim : *FA0B202CE1FEA5C2DC64625F063357EFBDB5F237
Attacker : 140.205.228 || TS Score : 0.0099
Attacker : 185.048.038 || TS Score : 0.09
Attacker : 058.216.026 || TS Score : 9e-05
Victim : *B0A8E4837FC8F9AA4BCD4CE01CBE8E4AABABDAC5
Attacker : 114.108.192 || TS Score : 0.99909
Attacker : 060.244.046 || TS Score : 0.09099
Attacker : 014.125.249 || TS Score : 0.009
Attacker : 058.097.016 || TS Score : 9e-05
Attacker : 117.028.169 || TS Score : 0.009
Attacker : 183.001.215 || TS Score : 9e-05
Attacker : 084.115.124 || TS Score : 0.0009
Attacker : 078.194.148 || TS Score : 0.09909
Attacker : 190.160.002 || TS Score : 0.9
Attacker : 014.215.002 || TS Score : 0.99
Attacker : 106.056.098 || TS Score : 9e-05
Attacker : 124.008.223 || TS Score : 0.90009
Attacker : 083.157.155 || TS Score : 9e-05
Attacker : 189.114.229 || TS Score : 0.99999
Attacker : 014.018.143 || TS Score : 0.0009
Attacker : 082.241.108 || TS Score : 0.09
Attacker : 222.179.153 || TS Score : 0.9
Attacker : 212.220.099 || TS Score : 9e-05
Attacker : 085.234.116 || TS Score : 0.09
Attacker : 121.088.005 || TS Score : 0.9
Attacker : 104.027.150 || TS Score : 9e-05
Attacker : 093.218.067 || TS Score : 9e-05
Attacker : 082.226.080 || TS Score : 0.09
Attacker : 082.246.141 || TS Score : 0.0009
Attacker : 119.224.129 || TS Score : 9e-05
Attacker : 118.175.009 || TS Score : 0.99999
Attacker : 186.215.127 || TS Score : 9e-05
Attacker : 059.035.099 || TS Score : 0.09
Attacker : 188.036.070 || TS Score : 0.09
Attacker : 088.176.044 || TS Score : 0.9009
Attacker : 191.008.056 || TS Score : 0.0009
Attacker : 113.171.224 || TS Score : 9e-05
Attacker : 195.054.099 || TS Score : 0.9
Attacker : 217.253.033 || TS Score : 0.0009
Attacker : 111.123.074 || TS Score : 0.9
Attacker : 085.159.233 || TS Score : 9e-05
Attacker : 112.118.057 || TS Score : 0.9999
Attacker : 203.113.026 || TS Score : 0.9
Attacker : 176.199.088 || TS Score : 0.009
Attacker : 090.185.059 || TS Score : 9e-05
Attacker : 219.084.215 || TS Score : 0.99099
Attacker : 001.186.033 || TS Score : 0.0909
Attacker : 082.200.165 || TS Score : 0.9
Attacker : 082.161.210 || TS Score : 9e-05
Attacker : 140.109.214 || TS Score : 9e-05
Attacker : 208.081.001 || TS Score : 0.0009
Attacker : 200.117.237 || TS Score : 0.999
Attacker : 041.206.065 || TS Score : 0.90909
Attacker : 197.037.231 || TS Score : 0.0009
Attacker : 093.222.218 || TS Score : 9e-05
Attacker : 200.165.132 || TS Score : 0.09
Attacker : 101.098.009 || TS Score : 0.0909
Attacker : 203.184.006 || TS Score : 0.90909
Attacker : 122.136.243 || TS Score : 0.9
Attacker : 078.233.172 || TS Score : 9e-05
Attacker : 220.170.143 || TS Score : 0.9
Attacker : 062.162.204 || TS Score : 0.9999
Attacker : 078.207.247 || TS Score : 0.99
Attacker : 078.222.208 || TS Score : 0.00999
Attacker : 210.244.112 || TS Score : 9e-05
Attacker : 208.122.236 || TS Score : 0.0009
Attacker : 177.000.114 || TS Score : 0.099
Attacker : 058.040.223 || TS Score : 0.0009
Attacker : 094.036.025 || TS Score : 0.009
Attacker : 005.228.004 || TS Score : 0.9099
Attacker : 104.016.012 || TS Score : 0.009
Attacker : 202.171.254 || TS Score : 9e-05
Victim : *C957DCEB8329F596E5643F1056C7083186AC738D
Attacker : 070.192.136 || TS Score : 0.09
Attacker : 178.048.094 || TS Score : 0.9
Attacker : 223.027.122 || TS Score : 0.9
Attacker : 166.171.250 || TS Score : 9e-05
Attacker : 209.218.208 || TS Score : 0.099
Victim : *9CDBAFDB040465B91EAA14086F6374445982C932
Attacker : 188.233.103 || TS Score : 0.009
Attacker : 002.094.113 || TS Score : 0.009
Attacker : 109.086.023 || TS Score : 0.0009
Attacker : 128.073.230 || TS Score : 0.009
Attacker : 182.118.053 || TS Score : 9e-05
Attacker : 088.085.167 || TS Score : 0.9
Attacker : 077.045.161 || TS Score : 0.9
Attacker : 002.132.179 || TS Score : 0.9
Attacker : 005.079.195 || TS Score : 0.0909
Attacker : 109.069.076 || TS Score : 0.0909
Attacker : 083.239.246 || TS Score : 0.0099
Attacker : 094.180.253 || TS Score : 0.009
Attacker : 084.234.062 || TS Score : 0.9
Attacker : 058.218.205 || TS Score : 9e-05
Attacker : 045.045.075 || TS Score : 0.9
Attacker : 188.234.014 || TS Score : 0.9
Attacker : 176.109.242 || TS Score : 0.9
Attacker : 031.180.096 || TS Score : 0.009
Attacker : 095.139.131 || TS Score : 0.0009
Attacker : 078.186.110 || TS Score : 0.9
Attacker : 192.162.021 || TS Score : 0.0009
Attacker : 084.047.159 || TS Score : 0.9
Attacker : 109.206.133 || TS Score : 0.9
Attacker : 085.029.150 || TS Score : 0.0009
Attacker : 094.075.154 || TS Score : 0.009
Attacker : 093.124.039 || TS Score : 0.009
Attacker : 176.098.137 || TS Score : 0.0009
Attacker : 046.073.135 || TS Score : 0.0009
Attacker : 085.253.154 || TS Score : 0.0009
Attacker : 037.229.250 || TS Score : 0.09
Attacker : 005.227.128 || TS Score : 0.0009
Attacker : 176.052.050 || TS Score : 0.099
Attacker : 188.113.129 || TS Score : 0.9
Victim : *D62E923742BB5087ECDD51DC93027517D883F593
Attacker : 023.003.171 || TS Score : 9e-05
Attacker : 070.118.247 || TS Score : 0.0009
Attacker : 108.061.228 || TS Score : 0.0009
Attacker : 017.134.126 || TS Score : 0.909
Attacker : 072.021.202 || TS Score : 9e-05
Attacker : 084.090.249 || TS Score : 0.09
Attacker : 210.004.115 || TS Score : 0.0009
Attacker : 046.040.120 || TS Score : 0.09
Attacker : 191.184.082 || TS Score : 0.009
Attacker : 181.040.041 || TS Score : 0.0009
Attacker : 122.150.147 || TS Score : 0.09
Attacker : 194.063.135 || TS Score : 0.009
Attacker : 054.085.076 || TS Score : 0.9
Attacker : 217.129.125 || TS Score : 0.0009
Attacker : 023.126.164 || TS Score : 0.009
Attacker : 071.048.208 || TS Score : 0.009
Attacker : 024.023.026 || TS Score : 0.009
Attacker : 199.096.057 || TS Score : 0.009
Attacker : 073.206.142 || TS Score : 0.0009
Attacker : 202.142.069 || TS Score : 0.0009
Attacker : 121.208.018 || TS Score : 0.09
Attacker : 078.234.066 || TS Score : 0.0009
Attacker : 024.212.181 || TS Score : 0.009
Attacker : 124.124.237 || TS Score : 0.0009
Attacker : 112.200.026 || TS Score : 0.9
Attacker : 060.054.097 || TS Score : 0.009
Attacker : 067.255.213 || TS Score : 0.09
Attacker : 117.204.185 || TS Score : 0.0009
Attacker : 072.079.183 || TS Score : 0.009
Attacker : 024.020.021 || TS Score : 0.009
Attacker : 101.162.024 || TS Score : 0.009
Attacker : 090.184.237 || TS Score : 0.0009
Attacker : 119.093.179 || TS Score : 0.0009
Attacker : 184.057.162 || TS Score : 0.09
Attacker : 074.107.071 || TS Score : 0.009
Attacker : 087.209.073 || TS Score : 0.009
Attacker : 076.021.144 || TS Score : 0.009
Attacker : 017.172.239 || TS Score : 9e-05
Attacker : 023.015.022 || TS Score : 0.0909
Attacker : 041.182.192 || TS Score : 0.009
Attacker : 108.094.073 || TS Score : 0.09
Attacker : 177.132.083 || TS Score : 0.0009
Attacker : 060.053.094 || TS Score : 0.99
Attacker : 110.174.207 || TS Score : 0.09
Attacker : 117.199.026 || TS Score : 0.0009
Attacker : 101.185.022 || TS Score : 0.09
Attacker : 121.054.002 || TS Score : 0.0009
Attacker : 076.103.141 || TS Score : 0.09
Attacker : 076.125.171 || TS Score : 0.09
Attacker : 124.124.046 || TS Score : 0.0009
Attacker : 202.134.189 || TS Score : 0.09
Attacker : 123.125.070 || TS Score : 0.9
Attacker : 083.085.135 || TS Score : 0.0009
Attacker : 190.195.215 || TS Score : 0.009
Attacker : 080.057.087 || TS Score : 0.09
Attacker : 104.016.018 || TS Score : 0.0009
Attacker : 023.021.087 || TS Score : 0.0009
Attacker : 105.228.097 || TS Score : 0.09
Attacker : 071.234.148 || TS Score : 0.09
Attacker : 069.025.027 || TS Score : 9e-05
Attacker : 087.238.209 || TS Score : 0.0009
Attacker : 069.158.016 || TS Score : 0.9
Attacker : 103.237.037 || TS Score : 0.0009
Attacker : 084.198.016 || TS Score : 0.0009
Attacker : 071.092.088 || TS Score : 0.009
Attacker : 081.171.057 || TS Score : 9e-05
Attacker : 190.006.098 || TS Score : 0.0009
Attacker : 109.124.180 || TS Score : 0.0009
Attacker : 103.226.105 || TS Score : 0.0009
Attacker : 088.207.019 || TS Score : 9e-05
Attacker : 200.120.037 || TS Score : 0.0009
Attacker : 112.202.064 || TS Score : 0.0009
Attacker : 108.245.107 || TS Score : 0.0009
Attacker : 064.233.185 || TS Score : 9e-05
Attacker : 067.135.105 || TS Score : 0.009
Attacker : 014.169.141 || TS Score : 0.09
Attacker : 146.148.043 || TS Score : 0.9
Attacker : 117.202.206 || TS Score : 0.09
Attacker : 105.210.070 || TS Score : 0.0009
Attacker : 073.030.221 || TS Score : 0.0009
Attacker : 101.227.015 || TS Score : 0.9
Attacker : 107.136.101 || TS Score : 0.09
Attacker : 077.049.255 || TS Score : 0.09
Attacker : 103.015.165 || TS Score : 0.0009
Attacker : 054.149.230 || TS Score : 0.9
Attacker : 112.209.196 || TS Score : 0.0009
Attacker : 213.150.102 || TS Score : 0.0009
Attacker : 082.143.095 || TS Score : 0.009
Attacker : 104.037.128 || TS Score : 0.09
Attacker : 024.013.104 || TS Score : 0.0009
Attacker : 197.015.238 || TS Score : 0.09
Attacker : 079.169.063 || TS Score : 9e-05
Attacker : 058.106.244 || TS Score : 0.0009
Attacker : 070.070.229 || TS Score : 0.0009
Attacker : 142.166.138 || TS Score : 0.09
Attacker : 049.146.191 || TS Score : 0.0009
Attacker : 024.170.253 || TS Score : 0.09
Attacker : 185.038.220 || TS Score : 0.0009
Attacker : 130.243.218 || TS Score : 0.0009
Attacker : 100.040.001 || TS Score : 0.0009
Attacker : 101.177.246 || TS Score : 0.09
Attacker : 173.252.120 || TS Score : 9e-05
Attacker : 121.073.121 || TS Score : 0.009
Attacker : 076.003.089 || TS Score : 0.009
Attacker : 061.160.224 || TS Score : 0.0009
Attacker : 064.233.177 || TS Score : 0.09
Attacker : 071.193.133 || TS Score : 0.09
Attacker : 190.232.037 || TS Score : 9e-05
Attacker : 005.156.018 || TS Score : 0.09
Attacker : 121.216.246 || TS Score : 0.09
Attacker : 064.053.032 || TS Score : 9e-05
Attacker : 212.119.132 || TS Score : 0.009
Attacker : 111.206.037 || TS Score : 0.00909
Attacker : 014.002.014 || TS Score : 0.09
Attacker : 090.222.045 || TS Score : 9e-05
Attacker : 188.082.026 || TS Score : 0.09
Attacker : 108.083.189 || TS Score : 0.9
Attacker : 091.119.250 || TS Score : 0.0009
Attacker : 054.192.206 || TS Score : 0.9
Attacker : 124.006.181 || TS Score : 0.09
Attacker : 023.207.189 || TS Score : 9e-05
Attacker : 171.006.172 || TS Score : 0.0009
Attacker : 213.183.250 || TS Score : 9e-05
Attacker : 050.053.074 || TS Score : 0.09
Attacker : 190.038.020 || TS Score : 0.09
Attacker : 023.002.076 || TS Score : 0.9
Attacker : 002.086.102 || TS Score : 9e-05
Attacker : 176.044.237 || TS Score : 0.0009
Attacker : 154.070.053 || TS Score : 0.009
Attacker : 073.133.255 || TS Score : 0.009
Attacker : 094.010.040 || TS Score : 0.09
Attacker : 194.165.124 || TS Score : 0.0009
Attacker : 122.150.170 || TS Score : 0.09
Attacker : 178.079.083 || TS Score : 0.09
Attacker : 075.137.108 || TS Score : 0.009
Attacker : 104.130.184 || TS Score : 0.9
Attacker : 064.053.001 || TS Score : 0.90009
Attacker : 089.093.129 || TS Score : 0.009
Attacker : 071.021.143 || TS Score : 0.0009
Attacker : 078.201.037 || TS Score : 0.009
Attacker : 151.226.244 || TS Score : 0.09
Attacker : 014.192.214 || TS Score : 0.009
Attacker : 054.230.207 || TS Score : 0.9009
Attacker : 067.191.000 || TS Score : 0.009
Attacker : 036.076.212 || TS Score : 0.009
Attacker : 188.230.145 || TS Score : 0.0009
Attacker : 101.177.234 || TS Score : 0.009
Attacker : 166.170.050 || TS Score : 0.09
Attacker : 070.081.081 || TS Score : 9e-05
Attacker : 207.108.220 || TS Score : 0.09
Attacker : 122.169.053 || TS Score : 0.09
Attacker : 178.022.255 || TS Score : 0.09
Attacker : 079.112.072 || TS Score : 0.09
Attacker : 149.135.017 || TS Score : 0.0009
Attacker : 190.093.099 || TS Score : 0.0009
Attacker : 095.076.054 || TS Score : 0.09
Attacker : 192.226.206 || TS Score : 0.0009
Attacker : 017.249.105 || TS Score : 9e-05
Attacker : 041.212.105 || TS Score : 0.009
Attacker : 024.110.032 || TS Score : 0.0009
Attacker : 054.235.149 || TS Score : 9e-05
Attacker : 085.218.020 || TS Score : 0.09
Attacker : 112.211.007 || TS Score : 0.0009
Attacker : 050.010.137 || TS Score : 0.9
Attacker : 143.215.193 || TS Score : 0.9
Attacker : 112.207.211 || TS Score : 0.0009
Attacker : 186.188.096 || TS Score : 0.0009
Attacker : 176.221.121 || TS Score : 0.0009
Attacker : 081.093.098 || TS Score : 0.009
Attacker : 067.197.083 || TS Score : 0.009
Attacker : 110.033.242 || TS Score : 0.0009
Attacker : 005.030.069 || TS Score : 0.009
Attacker : 174.116.013 || TS Score : 0.009
Attacker : 121.054.042 || TS Score : 0.0009
Attacker : 175.139.202 || TS Score : 0.09
Attacker : 168.167.112 || TS Score : 0.009
Attacker : 121.054.044 || TS Score : 0.0009
Attacker : 197.237.068 || TS Score : 0.0009
Attacker : 190.110.181 || TS Score : 0.0009
Attacker : 139.195.044 || TS Score : 0.009
Attacker : 104.057.009 || TS Score : 0.009
Attacker : 031.013.073 || TS Score : 0.0009
Attacker : 098.240.026 || TS Score : 0.0009
Attacker : 098.253.183 || TS Score : 0.0009
Attacker : 070.196.196 || TS Score : 9e-05
Attacker : 061.135.186 || TS Score : 9e-05
Attacker : 002.049.045 || TS Score : 0.009
Attacker : 058.007.194 || TS Score : 0.09
Attacker : 203.215.116 || TS Score : 0.0009
Attacker : 079.167.007 || TS Score : 0.0009
Attacker : 037.208.206 || TS Score : 0.009
Attacker : 002.081.126 || TS Score : 0.009
Attacker : 024.057.241 || TS Score : 0.009
Attacker : 059.088.200 || TS Score : 0.0009
Attacker : 074.125.196 || TS Score : 0.009
Attacker : 031.215.075 || TS Score : 0.09
Attacker : 112.208.143 || TS Score : 0.0009
Attacker : 078.029.210 || TS Score : 0.09
Attacker : 069.089.093 || TS Score : 0.9
Attacker : 200.114.097 || TS Score : 0.009
Attacker : 216.026.199 || TS Score : 0.09
Attacker : 122.107.100 || TS Score : 0.09
Attacker : 180.149.156 || TS Score : 0.09
Attacker : 085.242.125 || TS Score : 0.09
Attacker : 125.060.156 || TS Score : 0.9
Attacker : 183.022.155 || TS Score : 0.09
Attacker : 178.237.208 || TS Score : 0.09
Attacker : 177.101.058 || TS Score : 0.09
Attacker : 130.117.169 || TS Score : 0.09
Attacker : 124.170.150 || TS Score : 0.09
Attacker : 178.212.151 || TS Score : 0.0009
Attacker : 062.043.050 || TS Score : 0.0009
Attacker : 186.093.071 || TS Score : 0.09
Attacker : 209.234.234 || TS Score : 0.9
Attacker : 107.161.163 || TS Score : 0.09
Attacker : 098.137.205 || TS Score : 0.9
Attacker : 027.252.246 || TS Score : 0.09
Attacker : 073.173.060 || TS Score : 0.0009
Attacker : 188.143.074 || TS Score : 0.0009
Attacker : 076.105.164 || TS Score : 9e-05
Attacker : 175.038.205 || TS Score : 0.0009
Attacker : 202.115.067 || TS Score : 0.9
Attacker : 180.191.096 || TS Score : 0.0009
Attacker : 206.248.167 || TS Score : 0.9
Attacker : 077.103.175 || TS Score : 0.009
Attacker : 073.136.178 || TS Score : 0.0009
Attacker : 109.201.154 || TS Score : 0.009
Attacker : 210.004.062 || TS Score : 0.009
Attacker : 062.088.128 || TS Score : 0.0009
Attacker : 213.057.196 || TS Score : 0.09
Attacker : 211.031.205 || TS Score : 0.0009
Attacker : 082.173.152 || TS Score : 0.09
Attacker : 014.017.041 || TS Score : 9e-05
Attacker : 203.219.226 || TS Score : 0.0009
